tag,n_estimators,learning_rate,max_depth,subsample,colsample_bytree,fold,accuracy,precision,recall,F1,auroc,prauc
n_estimators=500 | learning_rate=0.1 | max_depth=20 | subsample=0.5 | colsample_bytree=1,500,0.1,20,0.5,1.0,4,0.9193083573487032,0.919769160299305,0.9193083573487032,0.9194323067973131,0.9895321189537584,0.9712564421750203
n_estimators=500 | learning_rate=0.1 | max_depth=20 | subsample=0.5 | colsample_bytree=1,500,0.1,20,0.5,1.0,5,0.9024507448342143,0.902836965222486,0.9024507448342143,0.9025087431150843,0.9885825718571997,0.9676055636827191
n_estimators=500 | learning_rate=0.1 | max_depth=20 | subsample=1 | colsample_bytree=0.5,500,0.1,20,1.0,0.5,1,0.7728146013448607,0.7722881074452089,0.7728146013448607,0.7724697387895622,0.9357421375358418,0.8498845440974994
n_estimators=500 | learning_rate=0.1 | max_depth=20 | subsample=1 | colsample_bytree=0.5,500,0.1,20,1.0,0.5,2,0.7699327569644573,0.7701945367353726,0.7699327569644573,0.7700090221398775,0.9336341542262938,0.8476677358197238
n_estimators=500 | learning_rate=0.1 | max_depth=20 | subsample=1 | colsample_bytree=0.5,500,0.1,20,1.0,0.5,3,0.7718539865513929,0.7702897225779661,0.7718539865513929,0.7703185941202064,0.9325878232424099,0.8403523758035885
n_estimators=500 | learning_rate=0.1 | max_depth=20 | subsample=1 | colsample_bytree=0.5,500,0.1,20,1.0,0.5,4,0.7713736791546589,0.7728029536871917,0.7713736791546589,0.7717879408929671,0.9323919475431937,0.8362890989976869
n_estimators=500 | learning_rate=0.1 | max_depth=20 | subsample=1 | colsample_bytree=0.5,500,0.1,20,1.0,0.5,5,0.7515617491590582,0.750698564432918,0.7515617491590582,0.7508078003007188,0.9265545483762179,0.8220245858190862
n_estimators=500 | learning_rate=0.1 | max_depth=20 | subsample=1 | colsample_bytree=1,500,0.1,20,1.0,1.0,1,0.9188280499519692,0.9189762901753371,0.9188280499519692,0.9188351842785928,0.9916128242904126,0.9770140482664571
n_estimators=500 | learning_rate=0.1 | max_depth=20 | subsample=1 | colsample_bytree=1,500,0.1,20,1.0,1.0,2,0.9169068203650336,0.9172146377976608,0.9169068203650336,0.917034694514647,0.9903669907208648,0.9738227243048637
n_estimators=500 | learning_rate=0.1 | max_depth=20 | subsample=1 | colsample_bytree=1,500,0.1,20,1.0,1.0,3,0.9173871277617676,0.9178128114098075,0.9173871277617676,0.917553678040491,0.990515707407134,0.9746175033769772
n_estimators=500 | learning_rate=0.1 | max_depth=20 | subsample=1 | colsample_bytree=1,500,0.1,20,1.0,1.0,4,0.9101825168107589,0.9102928761824898,0.9101825168107589,0.9101417545068382,0.989353743891703,0.9705057997567825
n_estimators=500 | learning_rate=0.1 | max_depth=20 | subsample=1 | colsample_bytree=1,500,0.1,20,1.0,1.0,5,0.9058145122537242,0.9057690454596569,0.9058145122537242,0.9056771772803448,0.988671383900896,0.9674196184896059
n_estimators=500 | learning_rate=0.5 | max_depth=10 | subsample=0.5 | colsample_bytree=0.5,500,0.5,10,0.5,0.5,1,0.7704130643611912,0.7695331749070444,0.7704130643611912,0.7698752316723649,0.9311484316386255,0.8403804020383802
n_estimators=500 | learning_rate=0.5 | max_depth=10 | subsample=0.5 | colsample_bytree=0.5,500,0.5,10,0.5,0.5,2,0.7564841498559077,0.7574413637784821,0.7564841498559077,0.7568030611822674,0.9279557757559935,0.8360281451340154
n_estimators=500 | learning_rate=0.5 | max_depth=10 | subsample=0.5 | colsample_bytree=0.5,500,0.5,10,0.5,0.5,3,0.7684918347742555,0.7666222760661078,0.7684918347742555,0.7670155358428388,0.9276439938509422,0.8284594093062229
n_estimators=500 | learning_rate=0.5 | max_depth=10 | subsample=0.5 | colsample_bytree=0.5,500,0.5,10,0.5,0.5,4,0.7531219980787704,0.7555481413744325,0.7531219980787704,0.7541022297024997,0.9295824805337916,0.8304115620920225
n_estimators=500 | learning_rate=0.5 | max_depth=10 | subsample=0.5 | colsample_bytree=0.5,500,0.5,10,0.5,0.5,5,0.7438731379144642,0.7443861689734559,0.7438731379144642,0.7439726726206096,0.9185669266279628,0.8071501309227608
n_estimators=500 | learning_rate=0.5 | max_depth=10 | subsample=0.5 | colsample_bytree=1,500,0.5,10,0.5,1.0,1,0.9173871277617676,0.9173977073173184,0.9173871277617676,0.9173461633363104,0.9894438304713634,0.9725625286045345
n_estimators=500 | learning_rate=0.5 | max_depth=10 | subsample=0.5 | colsample_bytree=1,500,0.5,10,0.5,1.0,2,0.9164265129682997,0.9165795321580542,0.9164265129682997,0.9164957897588866,0.9882399601785117,0.968154040602036
n_estimators=500 | learning_rate=0.5 | max_depth=10 | subsample=0.5 | colsample_bytree=1,500,0.5,10,0.5,1.0,3,0.9159462055715658,0.9164983661268861,0.9159462055715658,0.9161825377636262,0.9891410517208464,0.9705468937438999
n_estimators=500 | learning_rate=0.5 | max_depth=10 | subsample=0.5 | colsample_bytree=1,500,0.5,10,0.5,1.0,4,0.9121037463976945,0.9127125889485126,0.9121037463976945,0.9122431102595094,0.9872604531707398,0.965834525361714
n_estimators=500 | learning_rate=0.5 | max_depth=10 | subsample=0.5 | colsample_bytree=1,500,0.5,10,0.5,1.0,5,0.8976453628063431,0.8978380713487168,0.8976453628063431,0.8976378674059127,0.9861210010889822,0.9620014011996719
n_estimators=500 | learning_rate=0.5 | max_depth=10 | subsample=1 | colsample_bytree=0.5,500,0.5,10,1.0,0.5,1,0.7728146013448607,0.771708850405672,0.7728146013448607,0.7721263886936551,0.9351012449234728,0.8494842840639653
n_estimators=500 | learning_rate=0.5 | max_depth=10 | subsample=1 | colsample_bytree=0.5,500,0.5,10,1.0,0.5,2,0.7665706051873199,0.7665362882777231,0.7665706051873199,0.7665409668497803,0.9323667698572924,0.8438961292271078
n_estimators=500 | learning_rate=0.5 | max_depth=10 | subsample=1 | colsample_bytree=0.5,500,0.5,10,1.0,0.5,3,0.7752161383285303,0.7731513039199174,0.7752161383285303,0.7737116958275384,0.930871591443922,0.8365429741117328
n_estimators=500 | learning_rate=0.5 | max_depth=10 | subsample=1 | colsample_bytree=0.5,500,0.5,10,1.0,0.5,4,0.766090297790586,0.7678283098826072,0.766090297790586,0.7667685034930746,0.9317179592312462,0.8333183133690992
n_estimators=500 | learning_rate=0.5 | max_depth=10 | subsample=1 | colsample_bytree=0.5,500,0.5,10,1.0,0.5,5,0.7486785199423354,0.748882531403325,0.7486785199423354,0.748623328285426,0.9242558438440822,0.8177613879252328
n_estimators=500 | learning_rate=0.5 | max_depth=10 | subsample=1 | colsample_bytree=1,500,0.5,10,1.0,1.0,1,0.9193083573487032,0.9191780958837131,0.9193083573487032,0.9191823321422314,0.9907042060952725,0.9749655772838541
n_estimators=500 | learning_rate=0.5 | max_depth=10 | subsample=1 | colsample_bytree=1,500,0.5,10,1.0,1.0,2,0.9169068203650336,0.9169955811248053,0.9169068203650336,0.9169466810888648,0.9891974083384378,0.9703671709792396
n_estimators=500 | learning_rate=0.5 | max_depth=10 | subsample=1 | colsample_bytree=1,500,0.5,10,1.0,1.0,3,0.9159462055715658,0.9161933328328786,0.9159462055715658,0.9160456146037254,0.9898975778668231,0.973397354583311
n_estimators=500 | learning_rate=0.5 | max_depth=10 | subsample=1 | colsample_bytree=1,500,0.5,10,1.0,1.0,4,0.9073006724303554,0.9076816135246453,0.9073006724303554,0.9073857370790371,0.9881991257825778,0.967129696589091
n_estimators=500 | learning_rate=0.5 | max_depth=10 | subsample=1 | colsample_bytree=1,500,0.5,10,1.0,1.0,5,0.9005285920230658,0.9005440490804557,0.9005285920230658,0.9005121352549309,0.9874700633198679,0.9647713256461955
n_estimators=500 | learning_rate=0.5 | max_depth=20 | subsample=0.5 | colsample_bytree=0.5,500,0.5,20,0.5,0.5,1,0.7670509125840538,0.7658380330739787,0.7670509125840538,0.766257423136538,0.9294962663293453,0.838332491408818
n_estimators=500 | learning_rate=0.5 | max_depth=20 | subsample=0.5 | colsample_bytree=0.5,500,0.5,20,0.5,0.5,2,0.7584053794428435,0.7590542524396657,0.7584053794428435,0.7586271173227059,0.9263942179176099,0.8334153846683394
n_estimators=500 | learning_rate=0.5 | max_depth=20 | subsample=0.5 | colsample_bytree=0.5,500,0.5,20,0.5,0.5,3,0.7694524495677233,0.7675378691065609,0.7694524495677233,0.7679539569953177,0.9261283366957548,0.8260076877395088
n_estimators=500 | learning_rate=0.5 | max_depth=20 | subsample=0.5 | colsample_bytree=0.5,500,0.5,20,0.5,0.5,4,0.7487992315081652,0.7509211938841182,0.7487992315081652,0.7496607856086109,0.9268090312391055,0.8247480464044517
n_estimators=500 | learning_rate=0.5 | max_depth=20 | subsample=0.5 | colsample_bytree=0.5,500,0.5,20,0.5,0.5,5,0.7453147525228255,0.7456833493457888,0.7453147525228255,0.7452563247674795,0.9172145778243771,0.8034256169421136
n_estimators=500 | learning_rate=0.5 | max_depth=20 | subsample=0.5 | colsample_bytree=1,500,0.5,20,0.5,1.0,1,0.9178674351585014,0.9178662807382147,0.9178674351585014,0.9178262753759756,0.9890696670966281,0.9716245195301727
n_estimators=500 | learning_rate=0.5 | max_depth=20 | subsample=0.5 | colsample_bytree=1,500,0.5,20,0.5,1.0,2,0.9125840537944284,0.9127290619877169,0.9125840537944284,0.9126473216234929,0.9882113032730804,0.9690964662382637
n_estimators=500 | learning_rate=0.5 | max_depth=20 | subsample=0.5 | colsample_bytree=1,500,0.5,20,0.5,1.0,3,0.9178674351585014,0.9182229421861048,0.9178674351585014,0.9180199837038374,0.9893901680875783,0.9716787146181398
n_estimators=500 | learning_rate=0.5 | max_depth=20 | subsample=0.5 | colsample_bytree=1,500,0.5,20,0.5,1.0,4,0.9101825168107589,0.9109300212959446,0.9101825168107589,0.9103391794158693,0.9861145669351205,0.9633061386480648
n_estimators=500 | learning_rate=0.5 | max_depth=20 | subsample=0.5 | colsample_bytree=1,500,0.5,20,0.5,1.0,5,0.8990869774147044,0.8991469983874345,0.8990869774147044,0.8990984367123023,0.9861677186048331,0.9611194232565365
n_estimators=500 | learning_rate=0.5 | max_depth=20 | subsample=1 | colsample_bytree=0.5,500,0.5,20,1.0,0.5,1,0.770893371757925,0.7695866907280167,0.770893371757925,0.7700699500321738,0.9345578207819192,0.8481715147502283
n_estimators=500 | learning_rate=0.5 | max_depth=20 | subsample=1 | colsample_bytree=0.5,500,0.5,20,1.0,0.5,2,0.7670509125840538,0.7670162561602651,0.7670509125840538,0.7670203511439384,0.9317334568762261,0.8428200597614787
n_estimators=500 | learning_rate=0.5 | max_depth=20 | subsample=1 | colsample_bytree=0.5,500,0.5,20,1.0,0.5,3,0.7728146013448607,0.7706867037593842,0.7728146013448607,0.7712894415589797,0.9302228434578265,0.8353426343839047
n_estimators=500 | learning_rate=0.5 | max_depth=20 | subsample=1 | colsample_bytree=0.5,500,0.5,20,1.0,0.5,4,0.765609990393852,0.767445989000524,0.765609990393852,0.7663347228703012,0.9310341465090558,0.8318087258379175
n_estimators=500 | learning_rate=0.5 | max_depth=20 | subsample=1 | colsample_bytree=0.5,500,0.5,20,1.0,0.5,5,0.746756367131187,0.7470185670409032,0.746756367131187,0.7466950634015197,0.9236363633899343,0.8162571533905657
n_estimators=500 | learning_rate=0.5 | max_depth=20 | subsample=1 | colsample_bytree=1,500,0.5,20,1.0,1.0,1,0.9188280499519692,0.9188901970730382,0.9188280499519692,0.9187862549761329,0.9908261356253912,0.9750907672352551
n_estimators=500 | learning_rate=0.5 | max_depth=20 | subsample=1 | colsample_bytree=1,500,0.5,20,1.0,1.0,2,0.9183477425552353,0.9185489745407024,0.9183477425552353,0.9184287427235498,0.9894340334617259,0.9699764123350147
n_estimators=500 | learning_rate=0.5 | max_depth=20 | subsample=1 | colsample_bytree=1,500,0.5,20,1.0,1.0,3,0.9169068203650336,0.917341486704959,0.9169068203650336,0.9170896575793073,0.9897192306726895,0.9726836023225007
n_estimators=500 | learning_rate=0.5 | max_depth=20 | subsample=1 | colsample_bytree=1,500,0.5,20,1.0,1.0,4,0.9116234390009607,0.9119883009841532,0.9116234390009607,0.9115961247732398,0.9881051794513442,0.9668455521517818
n_estimators=500 | learning_rate=0.5 | max_depth=20 | subsample=1 | colsample_bytree=1,500,0.5,20,1.0,1.0,5,0.9005285920230658,0.900318634287476,0.9005285920230658,0.9003143094217593,0.9873019208186796,0.963418847751398
n_estimators=1000 | learning_rate=0.1 | max_depth=10 | subsample=0.5 | colsample_bytree=0.5,1000,0.1,10,0.5,0.5,1,0.7795389048991355,0.7784809478334964,0.7795389048991355,0.7789528901021603,0.9360673935981111,0.8522492500733748
n_estimators=1000 | learning_rate=0.1 | max_depth=10 | subsample=0.5 | colsample_bytree=0.5,1000,0.1,10,0.5,0.5,2,0.7636887608069164,0.7638705821006946,0.7636887608069164,0.7637065926070385,0.9334459828529739,0.8478434481615651
n_estimators=1000 | learning_rate=0.1 | max_depth=10 | subsample=0.5 | colsample_bytree=0.5,1000,0.1,10,0.5,0.5,3,0.7728146013448607,0.770734471200703,0.7728146013448607,0.7713018936582251,0.9314768758963918,0.8378492819870649
n_estimators=1000 | learning_rate=0.1 | max_depth=10 | subsample=0.5 | colsample_bytree=0.5,1000,0.1,10,0.5,0.5,4,0.7684918347742555,0.7688784546220827,0.7684918347742555,0.7685688711353945,0.9322421126997821,0.8357713423307108
n_estimators=1000 | learning_rate=0.1 | max_depth=10 | subsample=0.5 | colsample_bytree=0.5,1000,0.1,10,0.5,0.5,5,0.7491590581451225,0.7489253228744595,0.7491590581451225,0.7487686290009233,0.9254301100757468,0.8202290787989228
n_estimators=1000 | learning_rate=0.1 | max_depth=10 | subsample=0.5 | colsample_bytree=1,1000,0.1,10,0.5,1.0,1,0.920268972142171,0.9203802864851748,0.920268972142171,0.9202716398844026,0.9910079810868917,0.9760989131217425
n_estimators=1000 | learning_rate=0.1 | max_depth=10 | subsample=0.5 | colsample_bytree=1,1000,0.1,10,0.5,1.0,2,0.9226705091258406,0.9229610140979273,0.9226705091258406,0.9227986621830849,0.9900520664958057,0.97303002055104
n_estimators=1000 | learning_rate=0.1 | max_depth=10 | subsample=0.5 | colsample_bytree=1,1000,0.1,10,0.5,1.0,3,0.9178674351585014,0.9182643681560849,0.9178674351585014,0.9180401879794693,0.990156570476834,0.9737508093634785
n_estimators=1000 | learning_rate=0.1 | max_depth=10 | subsample=0.5 | colsample_bytree=1,1000,0.1,10,0.5,1.0,4,0.9149855907780979,0.9153597162916444,0.9149855907780979,0.9150808887698566,0.9884962831484,0.9685107385144092
n_estimators=1000 | learning_rate=0.1 | max_depth=10 | subsample=0.5 | colsample_bytree=1,1000,0.1,10,0.5,1.0,5,0.9019702066314272,0.9022470105663479,0.9019702066314272,0.9020358940482279,0.9879431956594963,0.9660433364181431
n_estimators=1000 | learning_rate=0.1 | max_depth=10 | subsample=1 | colsample_bytree=0.5,1000,0.1,10,1.0,0.5,1,0.7795389048991355,0.7785520753907379,0.7795389048991355,0.7789226965510897,0.9364725615150901,0.8522898453234494
n_estimators=1000 | learning_rate=0.1 | max_depth=10 | subsample=1 | colsample_bytree=0.5,1000,0.1,10,1.0,0.5,2,0.7670509125840538,0.7676815019227367,0.7670509125840538,0.7672817446441114,0.934126170443786,0.848094909663862
n_estimators=1000 | learning_rate=0.1 | max_depth=10 | subsample=1 | colsample_bytree=0.5,1000,0.1,10,1.0,0.5,3,0.7776176753121998,0.7758494662651446,0.7776176753121998,0.7763134812041089,0.9328916159685627,0.8408565954373048
n_estimators=1000 | learning_rate=0.1 | max_depth=10 | subsample=1 | colsample_bytree=0.5,1000,0.1,10,1.0,0.5,4,0.7713736791546589,0.7729946330609503,0.7713736791546589,0.7719655181074907,0.9333951805185462,0.8384372486830753
n_estimators=1000 | learning_rate=0.1 | max_depth=10 | subsample=1 | colsample_bytree=0.5,1000,0.1,10,1.0,0.5,5,0.7486785199423354,0.7496291827315064,0.7486785199423354,0.7490020799933511,0.9262265453014782,0.8217179607094705
n_estimators=1000 | learning_rate=0.1 | max_depth=10 | subsample=1 | colsample_bytree=1,1000,0.1,10,1.0,1.0,1,0.9178674351585014,0.9180058352179379,0.9178674351585014,0.9178021495388659,0.9913562786018618,0.9761187936876476
n_estimators=1000 | learning_rate=0.1 | max_depth=10 | subsample=1 | colsample_bytree=1,1000,0.1,10,1.0,1.0,2,0.9169068203650336,0.9168798608052441,0.9169068203650336,0.9168639447069699,0.9899759247966022,0.97288873831649
n_estimators=1000 | learning_rate=0.1 | max_depth=10 | subsample=1 | colsample_bytree=1,1000,0.1,10,1.0,1.0,3,0.920268972142171,0.9205347160273664,0.920268972142171,0.9203874102184999,0.9907618419028388,0.9748406032289597
n_estimators=1000 | learning_rate=0.1 | max_depth=10 | subsample=1 | colsample_bytree=1,1000,0.1,10,1.0,1.0,4,0.9106628242074928,0.9113770621009409,0.9106628242074928,0.910866671072118,0.9895486271530098,0.9713684898150714
n_estimators=1000 | learning_rate=0.1 | max_depth=10 | subsample=1 | colsample_bytree=1,1000,0.1,10,1.0,1.0,5,0.9010091302258529,0.9011074277165966,0.9010091302258529,0.9010534559773481,0.9885705528944198,0.967380220589575
n_estimators=1000 | learning_rate=0.1 | max_depth=20 | subsample=0.5 | colsample_bytree=0.5,1000,0.1,20,0.5,0.5,1,0.7747358309317963,0.7736404958257647,0.7747358309317963,0.7741164504382309,0.9343093184920257,0.84844875253628
n_estimators=1000 | learning_rate=0.1 | max_depth=20 | subsample=0.5 | colsample_bytree=0.5,1000,0.1,20,0.5,0.5,2,0.7636887608069164,0.7638344054692003,0.7636887608069164,0.7637115171989588,0.931508150628367,0.8437615133624267
n_estimators=1000 | learning_rate=0.1 | max_depth=20 | subsample=0.5 | colsample_bytree=0.5,1000,0.1,20,0.5,0.5,3,0.7684918347742555,0.766585111102109,0.7684918347742555,0.7671665867564339,0.9291055995536582,0.8334392776647892
n_estimators=1000 | learning_rate=0.1 | max_depth=20 | subsample=0.5 | colsample_bytree=0.5,1000,0.1,20,0.5,0.5,4,0.7622478386167147,0.7635964669457412,0.7622478386167147,0.762778888241017,0.9301061789810394,0.8305794135561197
n_estimators=1000 | learning_rate=0.1 | max_depth=20 | subsample=0.5 | colsample_bytree=0.5,1000,0.1,20,0.5,0.5,5,0.7419509851033157,0.7418279064070832,0.7419509851033157,0.7416977109073408,0.9228662265599454,0.8140956435480069
n_estimators=1000 | learning_rate=0.1 | max_depth=20 | subsample=0.5 | colsample_bytree=1,1000,0.1,20,0.5,1.0,1,0.9226705091258406,0.922744735814079,0.9226705091258406,0.9226712981822358,0.9909762374647971,0.9761446604019355
n_estimators=1000 | learning_rate=0.1 | max_depth=20 | subsample=0.5 | colsample_bytree=1,1000,0.1,20,0.5,1.0,2,0.9193083573487032,0.9196043524216105,0.9193083573487032,0.9194365450028793,0.9898373650284872,0.9724424540331991
n_estimators=1000 | learning_rate=0.1 | max_depth=20 | subsample=0.5 | colsample_bytree=1,1000,0.1,20,0.5,1.0,3,0.9188280499519692,0.919437484542499,0.9188280499519692,0.9190801184302967,0.9904585762931671,0.9743637470849128
n_estimators=1000 | learning_rate=0.1 | max_depth=20 | subsample=0.5 | colsample_bytree=1,1000,0.1,20,0.5,1.0,4,0.920268972142171,0.9207217972638054,0.920268972142171,0.9203927401318737,0.9888265153466689,0.9697537710349867
n_estimators=1000 | learning_rate=0.1 | max_depth=20 | subsample=0.5 | colsample_bytree=1,1000,0.1,20,0.5,1.0,5,0.9034118212397886,0.9037280092033464,0.9034118212397886,0.9034396548260919,0.9880929822411518,0.9663169290791562
n_estimators=1000 | learning_rate=0.1 | max_depth=20 | subsample=1 | colsample_bytree=0.5,1000,0.1,20,1.0,0.5,1,0.777137367915466,0.7758637066644988,0.777137367915466,0.7763621112045394,0.9356944003421681,0.8503445480865642
n_estimators=1000 | learning_rate=0.1 | max_depth=20 | subsample=1 | colsample_bytree=0.5,1000,0.1,20,1.0,0.5,2,0.766090297790586,0.7664099596846062,0.766090297790586,0.7662014063543671,0.9330582635489617,0.8457315669374826
n_estimators=1000 | learning_rate=0.1 | max_depth=20 | subsample=1 | colsample_bytree=0.5,1000,0.1,20,1.0,0.5,3,0.7723342939481268,0.7705095443600635,0.7723342939481268,0.7709624255918544,0.93198273504564,0.8389003213057038
n_estimators=1000 | learning_rate=0.1 | max_depth=20 | subsample=1 | colsample_bytree=0.5,1000,0.1,20,1.0,0.5,4,0.7694524495677233,0.771074292669793,0.7694524495677233,0.7700709997194986,0.9320319660287111,0.8349962016723229
n_estimators=1000 | learning_rate=0.1 | max_depth=20 | subsample=1 | colsample_bytree=0.5,1000,0.1,20,1.0,0.5,5,0.7491590581451225,0.7497328396263108,0.7491590581451225,0.7492540626612473,0.9254390099011798,0.8198589489622583
n_estimators=1000 | learning_rate=0.1 | max_depth=20 | subsample=1 | colsample_bytree=1,1000,0.1,20,1.0,1.0,1,0.9193083573487032,0.9193411800228035,0.9193083573487032,0.919253411355333,0.9913838351096429,0.9764817850961042
n_estimators=1000 | learning_rate=0.1 | max_depth=20 | subsample=1 | colsample_bytree=1,1000,0.1,20,1.0,1.0,2,0.9188280499519692,0.9190956576768138,0.9188280499519692,0.9189357746448116,0.9899334278793341,0.9725534387472249
n_estimators=1000 | learning_rate=0.1 | max_depth=20 | subsample=1 | colsample_bytree=1,1000,0.1,20,1.0,1.0,3,0.9169068203650336,0.9173159378919257,0.9169068203650336,0.9170687091157584,0.9901936429888656,0.9738737577545387
n_estimators=1000 | learning_rate=0.1 | max_depth=20 | subsample=1 | colsample_bytree=1,1000,0.1,20,1.0,1.0,4,0.9111431316042267,0.9112737052161025,0.9111431316042267,0.9111308230346291,0.9888184325222413,0.9691500691418
n_estimators=1000 | learning_rate=0.1 | max_depth=20 | subsample=1 | colsample_bytree=1,1000,0.1,20,1.0,1.0,5,0.9077366650648726,0.9077516637328391,0.9077366650648726,0.9076569863041494,0.9883106276743147,0.9666973137768334
n_estimators=1000 | learning_rate=0.5 | max_depth=10 | subsample=0.5 | colsample_bytree=0.5,1000,0.5,10,0.5,0.5,1,0.7680115273775217,0.7670728020329717,0.7680115273775217,0.7674688249707949,0.9299467629054993,0.8399682088717406
n_estimators=1000 | learning_rate=0.5 | max_depth=10 | subsample=0.5 | colsample_bytree=0.5,1000,0.5,10,0.5,0.5,2,0.7526416906820365,0.7537604194943601,0.7526416906820365,0.7530873614906352,0.92557345880563,0.8305659214399218
n_estimators=1000 | learning_rate=0.5 | max_depth=10 | subsample=0.5 | colsample_bytree=0.5,1000,0.5,10,0.5,0.5,3,0.7564841498559077,0.754595728109116,0.7564841498559077,0.7552802609367849,0.9231354763362386,0.8223289924970443
n_estimators=1000 | learning_rate=0.5 | max_depth=10 | subsample=0.5 | colsample_bytree=0.5,1000,0.5,10,0.5,0.5,4,0.7550432276657061,0.7559035389557885,0.7550432276657061,0.7553848420491688,0.9264832966372035,0.8211432850743939
n_estimators=1000 | learning_rate=0.5 | max_depth=10 | subsample=0.5 | colsample_bytree=0.5,1000,0.5,10,0.5,0.5,5,0.7347429120615089,0.73518189451336,0.7347429120615089,0.7347462813260608,0.9155691251826205,0.8009703977564512
n_estimators=1000 | learning_rate=0.5 | max_depth=10 | subsample=0.5 | colsample_bytree=1,1000,0.5,10,0.5,1.0,1,0.9164265129682997,0.9162672254669251,0.9164265129682997,0.9163088493411083,0.9886905918814286,0.9707896989472382
n_estimators=1000 | learning_rate=0.5 | max_depth=10 | subsample=0.5 | colsample_bytree=1,1000,0.5,10,0.5,1.0,2,0.9164265129682997,0.9167465362565933,0.9164265129682997,0.9165635503842713,0.9873705805410838,0.965935665915371
n_estimators=1000 | learning_rate=0.5 | max_depth=10 | subsample=0.5 | colsample_bytree=1,1000,0.5,10,0.5,1.0,3,0.9125840537944284,0.9131366015121823,0.9125840537944284,0.912819880330747,0.9890448010191678,0.9703363129180207
n_estimators=1000 | learning_rate=0.5 | max_depth=10 | subsample=0.5 | colsample_bytree=1,1000,0.5,10,0.5,1.0,4,0.9087415946205571,0.9094990092214819,0.9087415946205571,0.9088747388209582,0.9866534256306034,0.9641805443508995
n_estimators=1000 | learning_rate=0.5 | max_depth=10 | subsample=0.5 | colsample_bytree=1,1000,0.5,10,0.5,1.0,5,0.8962037481979818,0.8964772541338696,0.8962037481979818,0.8962981214678346,0.9854227532652972,0.9602489737524987
n_estimators=1000 | learning_rate=0.5 | max_depth=10 | subsample=1 | colsample_bytree=0.5,1000,0.5,10,1.0,0.5,1,0.7699327569644573,0.7686383279150297,0.7699327569644573,0.7691126624660971,0.9341734058504284,0.8475366815737713
n_estimators=1000 | learning_rate=0.5 | max_depth=10 | subsample=1 | colsample_bytree=0.5,1000,0.5,10,1.0,0.5,2,0.7641690682036504,0.7641678810550583,0.7641690682036504,0.7641406356554379,0.931269718823367,0.8414487821450927
n_estimators=1000 | learning_rate=0.5 | max_depth=10 | subsample=1 | colsample_bytree=0.5,1000,0.5,10,1.0,0.5,3,0.7728146013448607,0.7706055749613839,0.7728146013448607,0.7712523572840161,0.9299195979664638,0.8351313320018928
n_estimators=1000 | learning_rate=0.5 | max_depth=10 | subsample=1 | colsample_bytree=0.5,1000,0.5,10,1.0,0.5,4,0.7651296829971181,0.7668404043270745,0.7651296829971181,0.7658133450004214,0.9309483619713145,0.8314413624394867
n_estimators=1000 | learning_rate=0.5 | max_depth=10 | subsample=1 | colsample_bytree=0.5,1000,0.5,10,1.0,0.5,5,0.7462758289283998,0.7471536249320349,0.7462758289283998,0.7465291993912925,0.9231556922181254,0.8154399797546796
n_estimators=1000 | learning_rate=0.5 | max_depth=10 | subsample=1 | colsample_bytree=1,1000,0.5,10,1.0,1.0,1,0.9164265129682997,0.9162151404775587,0.9164265129682997,0.916236988785074,0.9903125462837149,0.9740429492272527
n_estimators=1000 | learning_rate=0.5 | max_depth=10 | subsample=1 | colsample_bytree=1,1000,0.5,10,1.0,1.0,2,0.9178674351585014,0.9179161992043474,0.9178674351585014,0.9178895967251908,0.9886876185817874,0.968699393357379
n_estimators=1000 | learning_rate=0.5 | max_depth=10 | subsample=1 | colsample_bytree=1,1000,0.5,10,1.0,1.0,3,0.9154658981748319,0.9156564851262216,0.9154658981748319,0.9155433383184765,0.9894642330291501,0.9724470464712623
n_estimators=1000 | learning_rate=0.5 | max_depth=10 | subsample=1 | colsample_bytree=1,1000,0.5,10,1.0,1.0,4,0.9077809798270894,0.9081619209213793,0.9077809798270894,0.9078660444757711,0.9875625779496741,0.9653776516587652
n_estimators=1000 | learning_rate=0.5 | max_depth=10 | subsample=1 | colsample_bytree=1,1000,0.5,10,1.0,1.0,5,0.8990869774147044,0.8992166798670973,0.8990869774147044,0.8991370253797596,0.9869868285918388,0.9635772752099471
n_estimators=1000 | learning_rate=0.5 | max_depth=20 | subsample=0.5 | colsample_bytree=0.5,1000,0.5,20,0.5,0.5,1,0.7684918347742555,0.7674647213767792,0.7684918347742555,0.7678825430360684,0.9282380747406231,0.8386126605601939
n_estimators=1000 | learning_rate=0.5 | max_depth=20 | subsample=0.5 | colsample_bytree=0.5,1000,0.5,20,0.5,0.5,2,0.7531219980787704,0.7537244047374463,0.7531219980787704,0.7533086235844452,0.9249146929488473,0.8281873365743442
n_estimators=1000 | learning_rate=0.5 | max_depth=20 | subsample=0.5 | colsample_bytree=0.5,1000,0.5,20,0.5,0.5,3,0.7651296829971181,0.7634810545551655,0.7651296829971181,0.7640298332848002,0.9222068650959017,0.8221250630700678
n_estimators=1000 | learning_rate=0.5 | max_depth=20 | subsample=0.5 | colsample_bytree=0.5,1000,0.5,20,0.5,0.5,4,0.7574447646493756,0.7588070417295111,0.7574447646493756,0.7580472223533539,0.9250898785932059,0.8183503857931657
